
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2025;;;;;;;
 8444429788674 ;GO ;AGUAS LINDAS DE GOIAS ;RESIDENCIAL BOA VISTA ;QUADRA 14, N. SN, Apto 101, LT 35 RUA P ;74.146,96;128.000,00;42.08;Apartamento, 0.00 de área total, 55.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444429788674
 8444421861763 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES ILHA BELA ;RUA 23, N. 0, QUADRA D  CONJUNTO B  LOTE 1A ;90.482,46;155.000,00;41.63;Casa, 0.00 de área total, 75.46 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421861763
 8444414282303 ;GO ;AGUAS LINDAS DE GOIAS ;ROYAL PARQUE ;QUADRA 10C, N. SN, LT 11 C1 ;67.768,24;116.000,00;41.58;Casa, 0.00 de área total, 57.02 de área privativa, 208.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414282303
 8444419568965 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 08 ;RUA AMAZONAS, N. SN, Apto 4, TERREO LT 30B QD 34 CONJ A ;90.161,30;154.000,00;41.46;Apartamento, 0.00 de área total, 51.64 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419568965
 8444421207605 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 08 ;QUADRA 34, N. SN, Apto 101, LT 18A, ST 8, CJ B, RUA 8 ;81.964,82;140.000,00;41.46;Apartamento, 0.00 de área total, 51.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421207605
 8444424958717 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 08 ;RUA SEM DENOMINAÇÃO QUADRA 29 CONJUNTO A, N. S/N, Apto 201, QD 29, LT 24, CONJ A,  CONDOMÍNIO RESI ;90.161,30;154.000,00;41.46;Apartamento, 0.00 de área total, 58.31 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424958717
 8444421132451 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 03 ; RUA 30, N. S/N, CASA 17, LT 03, QD 63, SETOR 03, CONJU ;85.477,60;146.000,00;41.46;Casa, 0.00 de área total, 68.40 de área privativa, 153.80 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421132451
 8444421490897 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 03 ;QUADRA 26 - CONJUNTO A, N. SN, Apto 201, LOTE 09-B  RUA 07 ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 54.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421490897
 8444431469297 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 03 ;QUADRA 27, N. SN, Apto 101, LT 17B CONJ A SETOR 03 RUA 07 ;90.746,77;155.000,00;41.46;Apartamento, 0.00 de área total, 49.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444431469297
 8444419850768 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 58, N. SN, Apto ., CJ A, CS L, LT 06 A, QD 58, ST 12 ;90.746,77;155.000,00;41.46;Casa, 0.00 de área total, 67.43 de área privativa, 162.13 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419850768
 8444426380640 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 75 CONJUNTO A, N. SN, Apto 04, BL A LT 14 R 33 ;87.819,45;150.000,00;41.46;Apartamento, 0.00 de área total, 54.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426380640
 8444427642273 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 73, N. SN, RUA 35 LT 09A5 CJ B ;87.819,45;150.000,00;41.46;Casa, 0.00 de área total, 69.70 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427642273
 8787712545690 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;RUA ONZE, N. SN, Apto 204, BL 21, LT 10, QD 79, CJ A, ST 12 ;88.404,91;151.000,00;41.46;Apartamento, 0.00 de área total, 40.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712545690
 8787712955066 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 79, N. SN, Apto 101, CJ A, BL 16, LT 10, QD 79 ;81.964,82;140.000,00;41.46;Apartamento, 0.00 de área total, 43.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712955066
 8787713097225 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 79 CONJUNTO A, N. SN, Apto 4, BL 19, LT 10, RUA 11-A ;88.404,91;151.000,00;41.46;Apartamento, 0.00 de área total, 40.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713097225
 8444402432160 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES IMPERATRIZ ;RUA 14-A, N. SN, LOTE 14-A QUADRA 05 ;81.964,82;140.000,00;41.46;Casa, 0.00 de área total, 62.73 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402432160
 8444420780174 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 07 ;QUADRA 54A, N. SN, CS 09, LT 1A-1, RUA 23 ;86.648,52;148.000,00;41.46;Casa, 0.00 de área total, 67.87 de área privativa, 145.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420780174
 8444423158814 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 05 ;QUADRA 11, N. SN, Apto 201, LT 16 CJ A SETOR 05 RUA SÃO FRANCISCO ;87.585,26;149.600,00;41.46;Apartamento, 0.00 de área total, 52.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423158814
 8444427931887 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 05 ;QUADRA 7, N. SN, Apto 204, LT 29B  CONJUNTO A  RUA 21A ;81.964,82;140.000,00;41.46;Apartamento, 0.00 de área total, 48.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427931887
 8444421713730 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 04 ;QUADRA 14, N. SN, Apto 102, LT 03 CJ A RUA 02 ;85.477,60;146.000,00;41.46;Apartamento, 0.00 de área total, 62.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421713730
 8444422101401 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 04 ;QUADRA 13, N. SN, Apto 202, BL B, LT 37, CONJUNTO A ;88.404,91;151.000,00;41.46;Apartamento, 0.00 de área total, 56.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422101401
 8444422283640 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 04 ;QUADRA 13 CONJUNTO A, N. SN, SOBRADO 06, LT 39,  SETOR 04, RUA 04 ;81.964,82;140.000,00;41.46;Casa, 0.00 de área total, 68.91 de área privativa, 99.67 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422283640
 8444422389804 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 04 ;QUADRA 13 CONJUNTO A, N. SN, Apto 302, BL B LT 03  R 04 ST 04 ;87.819,45;150.000,00;41.46;Apartamento, 0.00 de área total, 56.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422389804
 8444422679489 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 04 ;QUADRA 11 CONJUNTO A, N. SN, DUPLEX 20 LT 31-A R 02 ;81.379,36;139.000,00;41.46;Casa, 0.00 de área total, 76.37 de área privativa, 115.92 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422679489
 8444419727036 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;QUADRA 96, N. SN, Apto 101, AV TIRADENTES LT 39 ;81.964,82;140.000,00;41.46;Apartamento, 0.00 de área total, 51.98 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419727036
 8444420551779 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;QUADRA 104, N. SN, Apto 102, LT 25 ;87.819,45;150.000,00;41.46;Apartamento, 0.00 de área total, 58.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420551779
 8444423152565 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;QUADRA 99, N. SN, Apto 201, LT 17, QD 99 ;84.306,67;144.000,00;41.46;Apartamento, 0.00 de área total, 63.88 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423152565
 8444424919339 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;QUADRA 78 RUA 14, N. SN, Apto 102, LT 25 ;81.964,82;140.000,00;41.46;Apartamento, 0.00 de área total, 56.01 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424919339
 8444425068766 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;RUA 7, N. S/N, Apto 101, QD.87 LT.20 ;85.477,60;146.000,00;41.46;Apartamento, 0.00 de área total, 57.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425068766
 8444425076394 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;RUA 5, N. SN, Apto 203, LT 14, QD 107 ;89.294,23;152.519,00;41.46;Apartamento, 0.00 de área total, 55.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425076394
 8444427249318 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;QUADRA 62, N. SN, Apto 103, LT 13 RUA 08 ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 56.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427249318
 8787709803447 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;QUADRA 109, N. SN, Apto 204, BL 03, LT 18/33, VG 59 ;84.306,67;144.000,00;41.46;Apartamento, 0.00 de área total, 40.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709803447
 8444421391376 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 01 ;QUADRA 53, N. SN, Apto 104, LT 10B CJ A ST 01 ;86.063,06;147.000,00;41.46;Apartamento, 0.00 de área total, 53.61 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421391376
 8444425789803 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 01 ;RUA 10, N. SN, Apto 101, LT 40 QD 49 CONJ B ;87.819,45;150.000,00;41.46;Apartamento, 0.00 de área total, 56.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425789803
 8444426081391 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 01 ;QUADRA 49, N. SN, Apto 302, LT 43, CONJ B, ST 01, BL B ;81.964,82;140.000,00;41.46;Apartamento, 0.00 de área total, 67.58 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426081391
 8444426684118 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 01 ;RUA 11, N. S/N, Apto 203, LOTE 36, QUADRA 51, CONJUNTO B, SETOR ;87.819,45;150.000,00;41.46;Apartamento, 0.00 de área total, 51.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426684118
 8444420720163 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PEROLA DA BARRAGEM II ;RUA 9, N. SN, Apto 201, LT 15 QD 40 ;81.496,45;139.200,00;41.46;Apartamento, 0.00 de área total, 68.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420720163
 8444423731670 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PEROLA DA BARRAGEM II ;QUADRA 37, N. 103, Apto 103, LT 05 V SANTOS DUMOND E RUA 09 ;83.428,48;142.500,00;41.46;Apartamento, 0.00 de área total, 56.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423731670
 8444426496192 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PEROLA DA BARRAGEM II ;QUADRA 52, N. SN, Apto 204, LT 21  RUA 03 ;90.746,77;155.000,00;41.46;Apartamento, 0.00 de área total, 59.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426496192
 8444425709338 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS COIMBRA ;QUADRA B, N. SN, Apto 101, LT 31 CH 10/14 MD C R ASSUNÇÃO ;81.964,82;140.000,00;41.46;Apartamento, 0.00 de área total, 55.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425709338
 8444429116960 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM GUAIRA II ;QUADRA 41, N. S/N, Apto 103, LT 27 RUA BELEM ;87.233,99;149.000,00;41.46;Apartamento, 0.00 de área total, 51.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444429116960
 8444429264730 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM GUAIRA II ;QUADRA 41, N. SN, Apto 102, LT 21 RUA BELEM ;88.990,38;152.000,00;41.46;Apartamento, 0.00 de área total, 54.01 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444429264730
 8444425122183 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 06 ;QUADRA 3, N. SN, Apto 102, LT 12, CONJ A, AV PERIMETRAL 2 ;81.672,09;139.500,00;41.46;Apartamento, 0.00 de área total, 58.97 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425122183
 8444420474650 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES AGUAS LINDAS ;QUADRA 8, N. SN, Apto 102, LOTE 24  AVENIDA SALVADOR ;83.721,21;143.000,00;41.46;Apartamento, 0.00 de área total, 69.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420474650
 8444426499183 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DOS PINHEIROS ;QUADRA 15, N. SN, Apto 304, AV MINAS GERAIS LT 20 ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 52.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426499183
 8444426578504 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DOS PINHEIROS ;VIA DE ACESSO, N. S/N, Apto 103, QD.17 LT.02 TÉRREO ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 61.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426578504
 8444420744089 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;AVENIDA 5º, N. SN, Apto 302, BL A, LT 12A, QD B33, LOT MANSÕES POR ;87.409,63;149.300,00;41.46;Apartamento, 0.00 de área total, 50.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420744089
 8444422001083 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 14, N. SN, Apto 204, LT 09 RUA 14 ;90.746,77;155.000,00;41.46;Apartamento, 0.00 de área total, 69.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422001083
 8444427401926 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA QB 23, N. SN, Apto 202, LT 13-A, RUA 18, 1 PAV ;84.306,67;144.000,00;41.46;Apartamento, 0.00 de área total, 54.24 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427401926
 8787702820702 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA Q B 08 LOTE 06 RUA 14, N. SN, Apto 104, BL B ;87.819,45;150.000,00;41.46;Apartamento, 0.00 de área total, 52.56 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702820702
 8787704342107 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 5, N. SN, Apto 302, BL A  LT 04  RUA 08 ;84.306,67;144.000,00;41.46;Apartamento, 0.00 de área total, 52.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704342107
 8787705277961 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;LOTE 5, N. SN, Apto 206, BL 05, QD B 29 RUA 22 ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 41.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705277961
 8787711385290 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;RUA UM, N. SN, Apto 102, BL C LT 08 QD B 02 ;81.789,18;139.700,00;41.46;Apartamento, 0.00 de área total, 52.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711385290
 8787713407224 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B2, N. SN, Apto 03, BL J LT 08 RUA 01 ;88.990,38;152.000,00;41.46;Apartamento, 0.00 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713407224
 8787714348515 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 2, N. SN, Apto 303, R 01 LT 08 BL E ;83.721,21;143.000,00;41.46;Apartamento, 0.00 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714348515
